id,name,lower_bound,upper_bound,stoichiometry,objective_coefficient
R_ACOAD1f,Acyl-CoA dehydrogenase (butanoyl-CoA),,,"OrderedDict([('M_btcoa_c', -1.0), ('M_fad_c', -1.0), ('M_b2coa_c', 1.0), ('M_fadh2_c', 1.0)])",0
R_ACOAD2f,Acyl-CoA dehydrogenase (hexanoyl-CoA),,,"OrderedDict([('M_fad_c', -1.0), ('M_hxcoa_c', -1.0), ('M_fadh2_c', 1.0), ('M_hx2coa_c', 1.0)])",0
R_2MAHMP,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,,,"OrderedDict([('M_2mahmp_c', -1.0), ('M_h2o_c', -1.0), ('M_4ampm_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0)])",0
R_3OAS180,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),,,"OrderedDict([('M_h_c', -1.0), ('M_malACP_c', -1.0), ('M_palmACP_c', -1.0), ('M_3ooctdACP_c', 1.0), ('M_ACP_c', 1.0), ('M_co2_c', 1.0)])",0
R_34dhpactex,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_34dhpac_e', -1.0), ('M_34dhpac_p', 1.0)])",0
R_3AMPtex,3AMP transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_3amp_e', -1.0), ('M_3amp_p', 1.0)])",0
R_ACOAD3f,Acyl-CoA dehydrogenase (octanoyl-CoA),,,"OrderedDict([('M_fad_c', -1.0), ('M_occoa_c', -1.0), ('M_fadh2_c', 1.0), ('M_oc2coa_c', 1.0)])",0
R_ACOAD4f,Acyl-CoA dehydrogenase (decanoyl-CoA),,,"OrderedDict([('M_dcacoa_c', -1.0), ('M_fad_c', -1.0), ('M_dc2coa_c', 1.0), ('M_fadh2_c', 1.0)])",0
R_ACOAD5f,Acyl-CoA dehydrogenase (dodecanoyl-CoA),,,"OrderedDict([('M_ddcacoa_c', -1.0), ('M_fad_c', -1.0), ('M_dd2coa_c', 1.0), ('M_fadh2_c', 1.0)])",0
R_3CMPtex,3CMP transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_3cmp_e', -1.0), ('M_3cmp_p', 1.0)])",0
R_3OAS181,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),,,"OrderedDict([('M_h_c', -1.0), ('M_hdeACP_c', -1.0), ('M_malACP_c', -1.0), ('M_3ocvac11eACP_c', 1.0), ('M_ACP_c', 1.0), ('M_co2_c', 1.0)])",0
R_3GMPtex,3GMP transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_3gmp_e', -1.0), ('M_3gmp_p', 1.0)])",0
R_3HAD100,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),,,"OrderedDict([('M_3hdecACP_c', -1.0), ('M_h2o_c', 1.0), ('M_tdec2eACP_c', 1.0)])",0
R_3HAD120,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),,,"OrderedDict([('M_3hddecACP_c', -1.0), ('M_h2o_c', 1.0), ('M_tddec2eACP_c', 1.0)])",0
R_ACOAD6f,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),,,"OrderedDict([('M_fad_c', -1.0), ('M_tdcoa_c', -1.0), ('M_fadh2_c', 1.0), ('M_td2coa_c', 1.0)])",0
R_ACOAD7f,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),,,"OrderedDict([('M_fad_c', -1.0), ('M_pmtcoa_c', -1.0), ('M_fadh2_c', 1.0), ('M_hdd2coa_c', 1.0)])",0
R_ACOAD8f,Acyl-CoA dehydrogenase (octadecanoyl-CoA),,,"OrderedDict([('M_fad_c', -1.0), ('M_stcoa_c', -1.0), ('M_fadh2_c', 1.0), ('M_od2coa_c', 1.0)])",0
R_ACOATA,Acetyl-CoA ACP transacylase,,,"OrderedDict([('M_ACP_c', -1.0), ('M_accoa_c', -1.0), ('M_acACP_c', 1.0), ('M_coa_c', 1.0)])",0
R_3HAD121,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),,,"OrderedDict([('M_3hcddec5eACP_c', -1.0), ('M_h2o_c', 1.0), ('M_t3c5ddeceACP_c', 1.0)])",0
R_ACODA,Acetylornithine deacetylase,,,"OrderedDict([('M_acorn_c', -1.0), ('M_h2o_c', -1.0), ('M_ac_c', 1.0), ('M_orn_c', 1.0)])",0
R_3OAS60,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),,,"OrderedDict([('M_butACP_c', -1.0), ('M_h_c', -1.0), ('M_malACP_c', -1.0), ('M_3ohexACP_c', 1.0), ('M_ACP_c', 1.0), ('M_co2_c', 1.0)])",0
R_3HAD140,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),,,"OrderedDict([('M_3hmrsACP_c', -1.0), ('M_h2o_c', 1.0), ('M_tmrs2eACP_c', 1.0)])",0
R_3OAS80,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),,,"OrderedDict([('M_h_c', -1.0), ('M_hexACP_c', -1.0), ('M_malACP_c', -1.0), ('M_3ooctACP_c', 1.0), ('M_ACP_c', 1.0), ('M_co2_c', 1.0)])",0
R_3HAD141,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),,,"OrderedDict([('M_3hcmrs7eACP_c', -1.0), ('M_h2o_c', 1.0), ('M_t3c7mrseACP_c', 1.0)])",0
R_3PEPTabcpp,Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),,,"OrderedDict([('M_LalaDgluMdap_p', -1.0), ('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_LalaDgluMdap_c', 1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0)])",0
R_3HAD160,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),,,"OrderedDict([('M_3hpalmACP_c', -1.0), ('M_h2o_c', 1.0), ('M_tpalm2eACP_c', 1.0)])",0
R_3HAD161,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),,,"OrderedDict([('M_3hcpalm9eACP_c', -1.0), ('M_h2o_c', 1.0), ('M_t3c9palmeACP_c', 1.0)])",0
R_ACOLIPAtex,Arabinose modified core oligosaccharide lipid A transport via vector (periplasm to extracellular),,,"OrderedDict([('M_acolipa_p', -1.0), ('M_acolipa_e', 1.0)])",0
R_ACONIs,Aconitate isomerase (spontaneous),,,"OrderedDict([('M_acon_T_c', -1.0), ('M_acon_C_c', 1.0)])",0
R_ACONTa,"Aconitase (half-reaction A, Citrate hydro-lyase)",,,"OrderedDict([('M_cit_c', -1.0), ('M_acon_C_c', 1.0), ('M_h2o_c', 1.0)])",0
R_ACONTb,"Aconitase (half-reaction B, Isocitrate hydro-lyase)",,,"OrderedDict([('M_acon_C_c', -1.0), ('M_h2o_c', -1.0), ('M_icit_c', 1.0)])",0
R_ADK1,Adenylate kinase,,,"OrderedDict([('M_amp_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 2.0)])",0
R_ADK3,Adentylate kinase (GTP),,,"OrderedDict([('M_amp_c', -1.0), ('M_gtp_c', -1.0), ('M_adp_c', 1.0), ('M_gdp_c', 1.0)])",0
R_ACOTA,Acetylornithine transaminase,,,"OrderedDict([('M_acorn_c', -1.0), ('M_akg_c', -1.0), ('M_acg5sa_c', 1.0), ('M_glu__L_c', 1.0)])",0
R_3PEPTtex,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_LalaDgluMdap_e', -1.0), ('M_LalaDgluMdap_p', 1.0)])",0
R_ACPS1,Acyl-carrier protein synthase,,,"OrderedDict([('M_apoACP_c', -1.0), ('M_coa_c', -1.0), ('M_ACP_c', 1.0), ('M_h_c', 1.0), ('M_pap_c', 1.0)])",0
R_ACS,Acetyl-CoA synthetase,,,"OrderedDict([('M_ac_c', -1.0), ('M_atp_c', -1.0), ('M_coa_c', -1.0), ('M_accoa_c', 1.0), ('M_amp_c', 1.0), ('M_ppi_c', 1.0)])",0
R_ACSERtex,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_acser_e', -1.0), ('M_acser_p', 1.0)])",0
R_ADK4,Adentylate kinase (ITP),,,"OrderedDict([('M_amp_c', -1.0), ('M_itp_c', -1.0), ('M_adp_c', 1.0), ('M_idp_c', 1.0)])",0
R_ADMDC,Adenosylmethionine decarboxylase,,,"OrderedDict([('M_amet_c', -1.0), ('M_h_c', -1.0), ('M_ametam_c', 1.0), ('M_co2_c', 1.0)])",0
R_ADNCYC,Adenylate cyclase,,,"OrderedDict([('M_atp_c', -1.0), ('M_camp_c', 1.0), ('M_ppi_c', 1.0)])",0
R_3UMPtex,3UMP transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_3ump_e', -1.0), ('M_3ump_p', 1.0)])",0
R_ADNK1,Adenosine kinase,,,"OrderedDict([('M_adn_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 1.0), ('M_amp_c', 1.0), ('M_h_c', 1.0)])",0
R_ADNUC,Adenosine hydrolase,,,"OrderedDict([('M_adn_c', -1.0), ('M_h2o_c', -1.0), ('M_ade_c', 1.0), ('M_rib__D_c', 1.0)])",0
R_ADNt2pp_copy1,Adenosine transport in via proton symport (periplasm),,,"OrderedDict([('M_adn_p', -1.0), ('M_h_p', -1.0), ('M_adn_c', 1.0), ('M_h_c', 1.0)])",0
R_ACSERtpp,O-Acetyl-L-serine export via facilitated transport,,,"OrderedDict([('M_acser_c', -1.0), ('M_acser_p', 1.0)])",0
R_ACt2rpp,Acetate reversible transport via proton symport (periplasm),,,"OrderedDict([('M_ac_p', -1.0), ('M_h_p', -1.0), ('M_ac_c', 1.0), ('M_h_c', 1.0)])",0
R_ACt4pp,Na+/Acetate symport (periplasm),,,"OrderedDict([('M_ac_p', -1.0), ('M_na1_p', -1.0), ('M_ac_c', 1.0), ('M_na1_c', 1.0)])",0
R_ADNt2pp_copy2,Adenosine transport in via proton symport (periplasm),,,"OrderedDict([('M_adn_p', -1.0), ('M_h_p', -1.0), ('M_adn_c', 1.0), ('M_h_c', 1.0)])",0
R_4HOXPACDtex,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_4hoxpacd_e', -1.0), ('M_4hoxpacd_p', 1.0)])",0
R_ADNtex,Adenosine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_adn_e', -1.0), ('M_adn_p', 1.0)])",0
R_ADOCBLabcpp,Adenosylcobalamin transport via ABC system (periplasm),,,"OrderedDict([('M_adocbl_p', -1.0), ('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_adocbl_c', 1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0)])",0
R_ACtex,Acetate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_ac_e', -1.0), ('M_ac_p', 1.0)])",0
R_ADA,Adenosine deaminase,,,"OrderedDict([('M_adn_c', -1.0), ('M_h2o_c', -1.0), ('M_h_c', -1.0), ('M_ins_c', 1.0), ('M_nh4_c', 1.0)])",0
R_ADCL,4-aminobenzoate synthase,,,"OrderedDict([('M_4adcho_c', -1.0), ('M_4abz_c', 1.0), ('M_h_c', 1.0), ('M_pyr_c', 1.0)])",0
R_ADOCBLtonex,Adenosylcobalimin transport via ton system (extermal),,,"OrderedDict([('M_adocbl_e', -1.0), ('M_h_p', -1.0), ('M_adocbl_p', 1.0), ('M_h_c', 1.0)])",0
R_ADPRDP,ADPribose diphosphatase,,,"OrderedDict([('M_adprib_c', -1.0), ('M_h2o_c', -1.0), ('M_amp_c', 1.0), ('M_h_c', 2.0), ('M_r5p_c', 1.0)])",0
R_ADCS,4-amino-4-deoxychorismate synthase,,,"OrderedDict([('M_chor_c', -1.0), ('M_gln__L_c', -1.0), ('M_4adcho_c', 1.0), ('M_glu__L_c', 1.0)])",0
R_ADEt2rpp,Adenine transport via proton symport (reversible) (periplasm),,,"OrderedDict([('M_ade_p', -1.0), ('M_h_p', -1.0), ('M_ade_c', 1.0), ('M_h_c', 1.0)])",0
R_ADEtex,Adenine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_ade_e', -1.0), ('M_ade_p', 1.0)])",0
R_ADPT,Adenine phosphoribosyltransferase,,,"OrderedDict([('M_ade_c', -1.0), ('M_prpp_c', -1.0), ('M_amp_c', 1.0), ('M_ppi_c', 1.0)])",0
R_ADSK,Adenylyl-sulfate kinase,,,"OrderedDict([('M_aps_c', -1.0), ('M_atp_c', -1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_paps_c', 1.0)])",0
R_ADSL1r,Adenylsuccinate lyase,,,"OrderedDict([('M_dcamp_c', -1.0), ('M_amp_c', 1.0), ('M_fum_c', 1.0)])",0
R_4PCP,"Tetrapeptide L,D-carboxypeptidase",,,"OrderedDict([('M_LalaDgluMdapDala_c', -1.0), ('M_h2o_c', -1.0), ('M_LalaDgluMdap_c', 1.0), ('M_ala__D_c', 1.0)])",0
R_ADSL2r,Adenylosuccinate lyase,,,"OrderedDict([('M_25aics_c', -1.0), ('M_aicar_c', 1.0), ('M_fum_c', 1.0)])",0
R_ADSS,Adenylosuccinate synthase,,,"OrderedDict([('M_asp__L_c', -1.0), ('M_gtp_c', -1.0), ('M_imp_c', -1.0), ('M_dcamp_c', 1.0), ('M_gdp_c', 1.0), ('M_h_c', 2.0), ('M_pi_c', 1.0)])",0
R_AGDC,N-acetylglucosamine-6-phosphate deacetylase,,,"OrderedDict([('M_acgam6p_c', -1.0), ('M_h2o_c', -1.0), ('M_ac_c', 1.0), ('M_gam6p_c', 1.0)])",0
R_ALDD3y,"Aldehyde dehydrogenase (propanal, NADP)",,,"OrderedDict([('M_h2o_c', -1.0), ('M_nadp_c', -1.0), ('M_ppal_c', -1.0), ('M_h_c', 2.0), ('M_nadph_c', 1.0), ('M_ppa_c', 1.0)])",0
R_ALLTAMH,Allantoate amidohydrolase,,,"OrderedDict([('M_alltt_c', -1.0), ('M_h2o_c', -2.0), ('M_h_c', -2.0), ('M_co2_c', 1.0), ('M_nh4_c', 2.0), ('M_urdglyc_c', 1.0)])",0
R_AGM3PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase,,,"OrderedDict([('M_anhgm3p_c', -1.0), ('M_h2o_c', -1.0), ('M_LalaDgluMdap_c', 1.0), ('M_anhgm_c', 1.0)])",0
R_4PCPpp,"Tetrapeptide L,D-carboxypeptidase (periplasm)",,,"OrderedDict([('M_LalaDgluMdapDala_p', -1.0), ('M_h2o_p', -1.0), ('M_LalaDgluMdap_p', 1.0), ('M_ala__D_p', 1.0)])",0
R_AGM3PApp,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),,,"OrderedDict([('M_anhgm3p_p', -1.0), ('M_h2o_p', -1.0), ('M_LalaDgluMdap_p', 1.0), ('M_anhgm_p', 1.0)])",0
R_AGM3PH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase",,,"OrderedDict([('M_anhgm3p_c', -1.0), ('M_h2o_c', -1.0), ('M_acgam_c', 1.0), ('M_anhm3p_c', 1.0)])",0
R_ALLTN,Allantoinase,,,"OrderedDict([('M_alltn_c', -1.0), ('M_h2o_c', -1.0), ('M_alltt_c', 1.0), ('M_h_c', 1.0)])",0
R_ALLTNt2rpp,Allantoin transport in via proton symport (periplasm),,,"OrderedDict([('M_alltn_p', -1.0), ('M_h_p', -1.0), ('M_alltn_c', 1.0), ('M_h_c', 1.0)])",0
R_AGM3Pt2pp,GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm),,,"OrderedDict([('M_anhgm3p_p', -1.0), ('M_h_p', -1.0), ('M_anhgm3p_c', 1.0), ('M_h_c', 1.0)])",0
R_ALLTNtex,Allantoin transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_alltn_e', -1.0), ('M_alltn_p', 1.0)])",0
R_AGM4PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,,,"OrderedDict([('M_anhgm4p_c', -1.0), ('M_h2o_c', -1.0), ('M_LalaDgluMdapDala_c', 1.0), ('M_anhgm_c', 1.0)])",0
R_4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),,,"OrderedDict([('M_LalaDgluMdapDala_p', -1.0), ('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_LalaDgluMdapDala_c', 1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0), ('M_pi_c', 1.0)])",0
R_AGM4PApp,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm),,,"OrderedDict([('M_anhgm4p_p', -1.0), ('M_h2o_p', -1.0), ('M_LalaDgluMdapDala_p', 1.0), ('M_anhgm_p', 1.0)])",0
R_ALLtex,Allose transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_all__D_e', -1.0), ('M_all__D_p', 1.0)])",0
R_4PEPTtex,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_LalaDgluMdapDala_e', -1.0), ('M_LalaDgluMdapDala_p', 1.0)])",0
R_ALR2,Aldose reductase (methylglyoxal),,,"OrderedDict([('M_h_c', -1.0), ('M_mthgxl_c', -1.0), ('M_nadph_c', -1.0), ('M_acetol_c', 1.0), ('M_nadp_c', 1.0)])",0
R_ALR4x,Aldose reductase (acetol),,,"OrderedDict([('M_acetol_c', -1.0), ('M_h_c', -1.0), ('M_nadh_c', -1.0), ('M_12ppd__R_c', 1.0), ('M_nad_c', 1.0)])",0
R_AGM4PCP,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",,,"OrderedDict([('M_anhgm4p_c', -1.0), ('M_h2o_c', -1.0), ('M_ala__D_c', 1.0), ('M_anhgm3p_c', 1.0)])",0
R_AGM4PCPpp,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)",,,"OrderedDict([('M_anhgm4p_p', -1.0), ('M_h2o_p', -1.0), ('M_ala__D_p', 1.0), ('M_anhgm3p_p', 1.0)])",0
R_AM3PA,Anhydrous-N-Acetylmuramyl-tripeptide amidase,,,"OrderedDict([('M_anhm3p_c', -1.0), ('M_h2o_c', -1.0), ('M_LalaDgluMdap_c', 1.0), ('M_anhm_c', 1.0)])",0
R_AM4PA,Anhydrous-N-Acetylmuramyl-tetrapeptide amidase,,,"OrderedDict([('M_anhm4p_c', -1.0), ('M_h2o_c', -1.0), ('M_LalaDgluMdapDala_c', 1.0), ('M_anhm_c', 1.0)])",0
R_5DGLCNR,5-dehydro-D-gluconate reductase,,,"OrderedDict([('M_5dglcn_c', -1.0), ('M_h_c', -1.0), ('M_nadph_c', -1.0), ('M_glcn_c', 1.0), ('M_nadp_c', 1.0)])",0
R_AM4PCP,"Anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",,,"OrderedDict([('M_anhm4p_c', -1.0), ('M_h2o_c', -1.0), ('M_ala__D_c', 1.0), ('M_anhm3p_c', 1.0)])",0
R_AMALT1,Amylomaltase (maltotriose),,,"OrderedDict([('M_malt_c', -1.0), ('M_malttr_c', -1.0), ('M_glc__D_c', 1.0), ('M_maltttr_c', 1.0)])",0
R_AMALT2,Amylomaltase (maltotetraose),,,"OrderedDict([('M_malt_c', -1.0), ('M_maltttr_c', -1.0), ('M_glc__D_c', 1.0), ('M_maltpt_c', 1.0)])",0
R_AMALT3,Amylomaltase (maltopentaose),,,"OrderedDict([('M_malt_c', -1.0), ('M_maltpt_c', -1.0), ('M_glc__D_c', 1.0), ('M_malthx_c', 1.0)])",0
R_AMALT4,Amylomaltase (maltohexaose),,,"OrderedDict([('M_malt_c', -1.0), ('M_malthx_c', -1.0), ('M_glc__D_c', 1.0), ('M_malthp_c', 1.0)])",0
R_AGM4PH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase",,,"OrderedDict([('M_anhgm4p_c', -1.0), ('M_h2o_c', -1.0), ('M_acgam_c', 1.0), ('M_anhm4p_c', 1.0)])",0
R_AGM4Pt2pp,GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm),,,"OrderedDict([('M_anhgm4p_p', -1.0), ('M_h_p', -1.0), ('M_anhgm4p_c', 1.0), ('M_h_c', 1.0)])",0
R_AGMH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase",,,"OrderedDict([('M_anhgm_c', -1.0), ('M_h2o_c', -1.0), ('M_acgam_c', 1.0), ('M_anhm_c', 1.0)])",0
R_AGMHE,ADP-D-glycero-D-manno-heptose epimerase,,,"OrderedDict([('M_adphep_DD_c', -1.0), ('M_adphep_LD_c', 1.0)])",0
R_AGMT,Agmatinase,,,"OrderedDict([('M_agm_c', -1.0), ('M_h2o_c', -1.0), ('M_ptrc_c', 1.0), ('M_urea_c', 1.0)])",0
R_AGMt2pp,GlcNAc-anhMurNAc transport in via proton symport (periplasm),,,"OrderedDict([('M_anhgm_p', -1.0), ('M_h_p', -1.0), ('M_anhgm_c', 1.0), ('M_h_c', 1.0)])",0
R_AMANAPEr,N-acetylmannosamine 6-phosphate epimerase,,,"OrderedDict([('M_acmanap_c', -1.0), ('M_acgam6p_c', 1.0)])",0
R_AMANK,N-acetyl-D-mannosamine kinase,,,"OrderedDict([('M_acmana_c', -1.0), ('M_atp_c', -1.0), ('M_acmanap_c', 1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0)])",0
R_AMAOTr,Adenosylmethionine-8-amino-7-oxononanoate transaminase,,,"OrderedDict([('M_8aonn_c', -1.0), ('M_amet_c', -1.0), ('M_amob_c', 1.0), ('M_dann_c', 1.0)])",0
R_AGMtex,Agmatine transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_agm_e', -1.0), ('M_agm_p', 1.0)])",0
R_5DGLCNt2rpp,"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)",,,"OrderedDict([('M_5dglcn_p', -1.0), ('M_h_p', -1.0), ('M_5dglcn_c', 1.0), ('M_h_c', 1.0)])",0
R_AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),,,"OrderedDict([('M_1ddecg3p_c', -1.0), ('M_ddcaACP_c', -1.0), ('M_ACP_c', 1.0), ('M_pa120_c', 1.0)])",0
R_AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),,,"OrderedDict([('M_1tdecg3p_c', -1.0), ('M_myrsACP_c', -1.0), ('M_ACP_c', 1.0), ('M_pa140_c', 1.0)])",0
R_AMMQLT8,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),,,"OrderedDict([('M_2dmmql8_c', -1.0), ('M_amet_c', -1.0), ('M_ahcys_c', 1.0), ('M_h_c', 1.0), ('M_mql8_c', 1.0)])",0
R_AMPMS2,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,,,"OrderedDict([('M_air_c', -1.0), ('M_h2o_c', -1.0), ('M_nad_c', -1.0), ('M_4ampm_c', 1.0), ('M_for_c', 2.0), ('M_h_c', 3.0), ('M_nadh_c', 1.0)])",0
R_5DGLCNtex,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_5dglcn_e', -1.0), ('M_5dglcn_p', 1.0)])",0
R_AMPN,AMP nucleosidase,,,"OrderedDict([('M_amp_c', -1.0), ('M_h2o_c', -1.0), ('M_ade_c', 1.0), ('M_r5p_c', 1.0)])",0
R_AMPTASECG,Alanyl aminopeptidase (cys-gly),,,"OrderedDict([('M_cgly_c', -1.0), ('M_h2o_c', -1.0), ('M_cys__L_c', 1.0), ('M_gly_c', 1.0)])",0
R_AMPTASEPG,Aminopeptidase (pro-gly),,,"OrderedDict([('M_h2o_c', -1.0), ('M_progly_c', -1.0), ('M_gly_c', 1.0), ('M_pro__L_c', 1.0)])",0
R_AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),,,"OrderedDict([('M_1tdec7eg3p_c', -1.0), ('M_tdeACP_c', -1.0), ('M_ACP_c', 1.0), ('M_pa141_c', 1.0)])",0
R_AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),,,"OrderedDict([('M_1hdecg3p_c', -1.0), ('M_palmACP_c', -1.0), ('M_ACP_c', 1.0), ('M_pa160_c', 1.0)])",0
R_AGPAT161,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),,,"OrderedDict([('M_1hdec9eg3p_c', -1.0), ('M_hdeACP_c', -1.0), ('M_ACP_c', 1.0), ('M_pa161_c', 1.0)])",0
R_AMPtex,AMP transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_amp_e', -1.0), ('M_amp_p', 1.0)])",0
R_5DOAN,5'-deoxyadenosine nuclosidase,,,"OrderedDict([('M_dad_5_c', -1.0), ('M_h2o_c', -1.0), ('M_5drib_c', 1.0), ('M_ade_c', 1.0)])",0
R_ANHGMtex,GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm),,,"OrderedDict([('M_anhgm_e', -1.0), ('M_anhgm_p', 1.0)])",0
R_ANHMK,"1,6-anhydrous-N-Acetylmuramate kinase",,,"OrderedDict([('M_anhm_c', -1.0), ('M_atp_c', -1.0), ('M_h2o_c', -1.0), ('M_acmum6p_c', 1.0), ('M_adp_c', 1.0), ('M_h_c', 1.0)])",0
R_AGPAT180,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),,,"OrderedDict([('M_1odecg3p_c', -1.0), ('M_ocdcaACP_c', -1.0), ('M_ACP_c', 1.0), ('M_pa180_c', 1.0)])",0
R_AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),,,"OrderedDict([('M_1odec11eg3p_c', -1.0), ('M_octeACP_c', -1.0), ('M_ACP_c', 1.0), ('M_pa181_c', 1.0)])",0
R_AGPR,N-acetyl-g-glutamyl-phosphate reductase,,,"OrderedDict([('M_acg5sa_c', -1.0), ('M_nadp_c', -1.0), ('M_pi_c', -1.0), ('M_acg5p_c', 1.0), ('M_h_c', 1.0), ('M_nadph_c', 1.0)])",0
R_AHCYSNS,S-adenosylhomocysteine nucleosidase,,,"OrderedDict([('M_ahcys_c', -1.0), ('M_h2o_c', -1.0), ('M_ade_c', 1.0), ('M_rhcys_c', 1.0)])",0
R_ANPRT,Anthranilate phosphoribosyltransferase,,,"OrderedDict([('M_anth_c', -1.0), ('M_prpp_c', -1.0), ('M_ppi_c', 1.0), ('M_pran_c', 1.0)])",0
R_ANS,Anthranilate synthase,,,"OrderedDict([('M_chor_c', -1.0), ('M_gln__L_c', -1.0), ('M_anth_c', 1.0), ('M_glu__L_c', 1.0), ('M_h_c', 1.0), ('M_pyr_c', 1.0)])",0
R_AOBUTDs,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),,,"OrderedDict([('M_2aobut_c', -1.0), ('M_h_c', -1.0), ('M_aact_c', 1.0), ('M_co2_c', 1.0)])",0
R_AOXSr,8-amino-7-oxononanoate synthase,,,"OrderedDict([('M_ala__L_c', -1.0), ('M_h_c', -1.0), ('M_pmcoa_c', -1.0), ('M_8aonn_c', 1.0), ('M_co2_c', 1.0), ('M_coa_c', 1.0)])",0
